name,voicetype,vowel,stress,pre_word,word,fol_word,F1,F2,F3,F1_LobanovNormed_unscaled,F2_LobanovNormed_unscaled,B1,B2,B3,t,beg,end,dur,plt_vclass,plt_manner,plt_place,plt_voice,plt_preseg,plt_folseq,pre_seg,fol_seg,context,vowel_index,pre_word_trans,word_trans,fol_word_trans,F1@20%,F2@20%,F1@35%,F2@35%,F1@50%,F2@50%,F1@65%,F2@65%,F1@80%,F2@80%,nFormants
P01,Low,AW,1,SAT,DOWN,,600.8,1294.8,2499.7,1.04034363432,-0.456997491393,93.9,161.7,438.5,10.776,10.743,10.953,0.21,aw,nasal,apical,voiced,oral_apical,,D,N,internal,2,S AE1 T,D AW1 N,SP,598.0,1299.0,619.2,1240.4,591.0,1167.0,541.6,1045.3,476.3,956.6,5
P01,Low,AY,1,PUTTING,LIKE,,577.2,1411.9,2453.3,0.755019871741,-0.0264905361491,151.6,176.3,382.5,11.812,11.803,11.853,0.05,ay0,stop,velar,voiceless,liquid,,L,K,internal,2,P AH1 T IH0 NG,L AY1 K,SP,513.3,1307.5,530.7,1349.1,572.5,1429.8,518.3,1572.7,479.0,1654.7,5
P01,Low,AA,1,,CARTON,MILK,602.2,1373.2,2223.4,1.05726962024,-0.16876738643,134.6,113.7,596.1,12.797,12.774,12.844,0.07,ahr,central,apical,voiced,velar,complex_one_syl,K,R,internal,2,SP,K AA1 R T AH0 N,M IH1 L K,611.8,1462.4,605.5,1414.5,591.7,1309.1,572.9,1138.5,576.5,1124.1,6
P01,Low,IH,1,CARTON,MILK,INTO,508.0,1601.4,2533.9,-0.0816074320937,0.670188097656,108.8,139.0,1313.0,13.174,13.154,13.214,0.06,i,lateral,apical,voiced,nasal_labial,complex_coda,M,L,internal,2,K AA1 R T AH0 N,M IH1 L K,IH1 N T UW0,511.7,1604.1,511.4,1605.8,503.5,1580.1,497.4,1482.5,497.0,1473.9,4
P01,Low,IH,1,MILK,INTO,A,405.7,1689.5,2427.9,-1.31841340294,0.994079325299,119.3,189.0,437.4,13.431,13.414,13.464,0.05,i,nasal,apical,voiced,,complex_one_syl,K,N,initial,1,M IH1 L K,IH1 N T UW0,AH0,421.1,1700.4,421.1,1700.4,410.3,1617.8,407.9,1524.9,407.9,1524.9,6
P01,Low,AE,1,A,BAG,,657.1,1160.0,2136.1,1.72101006793,-0.952576804517,60.4,96.9,140.8,13.957,13.894,14.084,0.19,ae,stop,velar,voiced,oral_labial,,B,G,internal,2,AH0,B AE1 G,SP,639.0,1224.5,658.4,1164.4,625.0,1143.7,539.3,1329.7,414.7,1506.4,5
P01,Low,AH,1,WASHING,UP,,507.1,970.0,2257.9,-0.0924884230395,-1.65109364052,62.6,97.0,381.9,16.271,16.204,16.404,0.2,uh,stop,labial,voiceless,,,NG,P,initial,1,W AA1 SH IH0 NG,AH1 P,SP,502.7,1047.2,509.5,974.4,503.5,974.9,500.7,934.7,506.3,935.5,6
P01,Low,AY,1,THE,TIME,IS,621.3,1179.1,2136.3,1.28818842809,-0.882357480476,228.5,108.4,147.4,17.69,17.62,17.76,0.14,ay,nasal,labial,voiced,oral_apical,,T,M,internal,2,DH AH0,T AY1 M,IH1 Z,530.8,1182.7,568.6,1129.3,601.2,1147.7,585.2,1280.2,517.2,1434.7,5
P01,Low,AA,1,O,CLOCK,,556.2,985.0,2162.5,0.501130083005,-1.59594757452,49.8,42.3,399.4,18.777,18.75,18.83,0.08,o,stop,velar,voiceless,obstruent_liquid,,L,K,internal,3,OW1,K L AA1 K,SP,532.1,965.6,547.7,975.6,555.4,1006.8,551.6,1029.5,554.4,1034.6,5
P01,Low,IH,1,THE,FRIDGE,DOOR,429.9,1550.9,2049.6,-1.02583564639,0.484529675455,79.7,115.7,327.9,21.163,21.143,21.203,0.06,i,affricate,palatal,voiced,obstruent_liquid,,R,JH,internal,3,DH AH0,F R IH1 JH,D AO1 R,448.9,1494.4,446.6,1502.0,407.9,1600.3,382.2,1615.0,380.1,1619.9,5
P01,Low,AO,1,FRIDGE,DOOR,IS,472.2,1154.7,2043.0,-0.514429071939,-0.972061747837,67.8,84.7,258.5,21.343,21.323,21.384,0.061,owr,central,apical,voiced,oral_apical,,D,R,internal,2,F R IH1 JH,D AO1 R,IH1 Z,466.5,1197.1,467.7,1186.5,481.2,1107.6,489.2,1077.9,488.3,1077.8,5
P01,Low,OW,1,IS,OPEN,THERE,513.2,1266.0,2871.4,-0.0187394844067,-0.562877938113,90.1,80.6,483.1,21.555,21.534,21.643,0.109,ow,stop,labial,voiceless,,one_fol_syll,Z,P,initial,1,IH1 Z,OW1 P AH0 N,DH EH1 R,499.3,1276.2,523.5,1242.7,516.0,1172.4,440.1,1055.7,434.9,983.9,4
P01,Low,IY,1,IS,CHEESE,EGGS,381.5,2115.0,3469.1,-1.61099115948,2.55838939751,84.1,164.2,1382.7,22.923,22.823,23.123,0.3,iy,fricative,apical,voiced,palatal,,CH,Z,internal,2,IH1 Z,CH IY1 Z,EH1 G Z,389.6,1797.1,381.7,2106.3,372.3,2170.3,356.1,2165.0,358.9,2082.4,4
P01,Low,EH,1,CHEESE,EGGS,,597.1,1463.5,2545.1,0.995610671543,0.163211930892,93.5,95.4,1665.9,23.356,23.273,23.523,0.25,e,stop,velar,voiced,,complex_coda,Z,G,initial,1,CH IY1 Z,EH1 G Z,SP,581.9,1479.5,596.5,1463.9,598.7,1472.2,569.9,1516.2,466.0,1749.1,4
P01,Low,IH,1,,CHICKEN,,433.9,1639.3,2954.9,-0.977475686633,0.809523824418,41.0,99.7,537.4,25.108,25.085,25.155,0.07,i,stop,velar,voiceless,palatal,one_fol_syll,CH,K,internal,2, SIL,CH IH1 K AH0 N,SP,428.0,1623.3,429.9,1629.6,432.8,1676.7,413.2,1764.4,410.8,1835.6,4
P01,Low,AY,1,,INSIDE,,639.2,1232.1,2663.8,1.50459924801,-0.687508047274,72.8,132.4,422.2,26.03,25.935,26.165,0.23,ay,stop,apical,voiced,oral_apical,,S,D,internal,4,SP,IH2 N S AY1 D,SP,514.3,784.7,588.0,849.8,638.5,1239.4,559.4,1058.8,466.2,1259.3,6
P01,Low,IH,1,THE,KITCHEN,WORKTOP,423.9,1834.9,2648.0,-1.09837558603,1.52862852506,79.5,105.3,484.7,28.174,28.157,28.207,0.05,i,affricate,palatal,voiceless,velar,one_fol_syll,K,CH,internal,2,DH AH0,K IH1 CH AH0 N,W ER1 K T AA2 P,425.8,1828.2,425.8,1828.2,414.7,1843.6,400.5,1858.7,400.5,1858.7,5
P01,Low,ER,1,KITCHEN,WORKTOP,THERE,511.6,1157.9,2087.7,-0.0380834683104,-0.960297253757,84.1,122.5,231.4,28.45,28.417,28.517,0.1,*hr,stop,velar,voiceless,w/y,complex_one_syl,W,K,internal,2,K IH1 CH AH0 N,W ER1 K T AA2 P,DH EH1 R,483.9,1087.6,509.0,1148.8,517.6,1180.7,514.3,1216.4,477.4,1241.0,6
P01,Low,IH,1,,FISH,,514.8,1582.6,2512.7,0.000604499496988,0.601071694936,96.9,71.0,740.7,29.73,29.677,29.837,0.16,i,fricative,palatal,voiceless,oral_labial,,F,SH,internal,2,SP,F IH1 SH,SP,478.2,1514.9,512.5,1575.1,514.9,1611.1,488.4,1471.3,368.7,1601.7,5
P01,Low,EH,1,AND,BREAD,AND,606.4,1412.5,2781.4,1.10804757798,-0.0242846935091,55.9,100.8,589.7,30.52,30.477,30.607,0.13,e,stop,apical,voiced,obstruent_liquid,,R,D,internal,3,AH0 N D,B R EH1 D,AH0 N D,576.1,1285.4,608.8,1408.1,586.0,1432.2,551.5,1426.1,483.3,1379.1,5
P01,Low,UW,1,AND,FRUIT,,430.7,1280.2,1914.8,-1.01616365444,-0.510672995633,78.8,122.5,329.5,31.074,31.067,31.237,0.17,Tuw,stop,apical,voiceless,obstruent_liquid,,R,T,internal,3,AH0 N D,F R UW1 T,SP,429.2,1296.0,398.8,1325.8,372.0,1284.4,340.4,1202.5,341.6,1532.3,5
P01,Low,ER,1,,CURTAINS,HAVE,490.9,1449.6,2488.9,-0.288346260064,0.112109909732,118.0,148.6,640.1,39.317,39.284,39.384,0.1,*hr,stop,apical,voiceless,velar,one_fol_syll,K,T,internal,2,SP,K ER1 T AH0 N Z,HH AE1 V,497.5,1536.0,492.1,1464.5,493.6,1422.7,489.5,1377.4,479.1,1355.5,4
P01,Low,AE,1,,PATTERN,ON,671.4,1246.2,2111.4,1.89389692407,-0.635670745234,110.3,110.0,318.1,41.104,41.084,41.144,0.06,ae,stop,apical,voiceless,oral_labial,one_fol_syll,P,T,internal,2,SP,P AE1 T ER0 N,AA1 N,667.6,1267.3,668.1,1263.9,672.4,1224.4,683.8,1193.9,685.7,1190.9,6
